qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,a,Fl. trv.,0,Fl
4.0,2,1.0,0.0,a,Vln. I,1,Vln
8.0,3,1.0,0.0,a,Fl. trv.,0,Fl
13.0,4,2.0,0.25,a,Fl. trv.,0,Fl
16.25,5,1.25,0.0625,a,Cont.,6,Hpschd
17.25,5,2.25,0.3125,a,Fl. trv.,0,Fl
21.25,6,2.25,0.3125,a,Fl. trv.,0,Fl
24.0,7,1.0,0.0,a,Fl. trv.,0,Fl
36.0,10,1.0,0.0,a,Fl. trv.,0,Fl
44.0,12,1.0,0.0,a,Fl. trv.,0,Fl
52.0,14,1.0,0.0,a,Fl. trv.,0,Fl
64.0,17,1.0,0.0,b,T.,5,T
66.0,17,3.0,0.5,b,S.,4,S
68.0,18,1.0,0.0,a,Vln. I,1,Vln
72.0,19,1.0,0.0,a,Fl. trv.,0,Fl
76.5,20,1.5,0.125,b,S.,4,S
80.0,21,1.0,0.0,b,S.,4,S
87.25,22,4.25,0.8125,a,Fl. trv.,0,Fl
96.0,25,1.0,0.0,b,S.,4,S
98.0,25,3.0,0.5,b,T.,5,T
102.0,26,3.0,0.5,b,S.,4,S
104.0,27,1.0,0.0,a,Vln. II,2,Vln
108.0,28,1.0,0.0,b,Fl. trv.,0,Fl
118.0,30,3.0,0.5,a,Fl. trv.,0,Fl
120.0,31,1.0,0.0,a,S.,4,S
121.0,31,2.0,0.25,a,Vln. I,1,Vln
122.0,31,3.0,0.5,a,Fl. trv.,0,Fl
124.0,32,1.0,0.0,a,T.,5,T
125.0,32,2.0,0.25,a,Vln. I,1,Vln
126.0,32,3.0,0.5,a,S.,4,S
136.0,35,1.0,0.0,a,T.,5,T
137.0,35,2.0,0.25,a,Vln. I,1,Vln
138.0,35,3.0,0.5,a,Fl. trv.,0,Fl
140.0,36,1.0,0.0,a,S.,4,S
141.0,36,2.0,0.25,a,Vln. I,1,Vln
142.0,36,3.0,0.5,a,T.,5,T
145.0,37,2.0,0.25,a,S.,4,S
150.0,38,3.0,0.5,a,Vln. II,2,Vln
151.5,38,4.5,0.875,a,Fl. trv.,0,Fl
152.0,39,1.0,0.0,a,S.,4,S
154.0,39,3.0,0.5,a,Vln. I,1,Vln
155.5,39,4.5,0.875,a,S.,4,S
156.0,40,1.0,0.0,a,Fl. trv.,0,Fl
157.5,40,2.5,0.375,a,S.,4,S
159.0,40,4.0,0.75,c,S.,4,S
161.25,41,2.25,0.3125,c,T.,5,T
162.25,41,3.25,0.5625,c,S.,4,S
163.25,41,4.25,0.8125,c,T.,5,T
164.25,42,1.25,0.0625,c,S.,4,S
166.0,42,3.0,0.5,c,Vln. I,1,Vln
167.0,42,4.0,0.75,c,T.,5,T
169.25,43,2.25,0.3125,c,S.,4,S
170.25,43,3.25,0.5625,c,T.,5,T
171.25,43,4.25,0.8125,c,S.,4,S
172.25,44,1.25,0.0625,c,T.,5,T
174.0,44,3.0,0.5,c,S.,4,S
185.0,47,2.0,0.25,a,Fl. trv.,0,Fl
188.5,48,1.5,0.125,a,S.,4,S
191.0,48,4.0,0.75,a,Fl. trv.,0,Fl
194.0,49,3.0,0.5,a,S.,4,S
195.0,49,4.0,0.75,a,T.,5,T
199.0,50,4.0,0.75,b,T.,5,T
201.0,51,2.0,0.25,b,S.,4,S
206.0,52,3.0,0.5,b,T.,5,T
209.0,53,2.0,0.25,b,S.,4,S
214.0,54,3.0,0.5,b,S.,4,S
216.0,55,1.0,0.0,b,T.,5,T
218.5,55,3.5,0.625,b,S.,4,S
220.5,56,1.5,0.125,b,T.,5,T
223.25,56,4.25,0.8125,a,Fl. trv.,0,Fl
225.0,57,2.0,0.25,b,S.,4,S
236.0,60,1.0,0.0,a,Fl. trv.,0,Fl
240.0,61,1.0,0.0,a,Vln. I,1,Vln
244.0,62,1.0,0.0,a,Fl. trv.,0,Fl
249.0,63,2.0,0.25,a,Fl. trv.,0,Fl
252.25,64,1.25,0.0625,a,Vln. I,1,Vln
253.25,64,2.25,0.3125,a,Fl. trv.,0,Fl
256.0,65,1.0,0.0,a,Fl. trv.,0,Fl
264.0,67,1.0,0.0,a,Fl. trv.,0,Fl
276.0,70,1.0,0.0,a,Fl. trv.,0,Fl
284.0,72,1.0,0.0,a,Fl. trv.,0,Fl
292.0,74,1.0,0.0,a,Fl. trv.,0,Fl
296.0,75,1.0,0.0,d,S.,4,S
304.0,77,1.0,0.0,d,T.,5,T
309.0,78,2.0,0.25,d,S.,4,S
319.25,80,4.25,0.8125,a,Fl. trv.,0,Fl
336.0,85,1.0,0.0,d,S.,4,S
344.0,87,1.0,0.0,d,S.,4,S
359.25,90,4.25,0.8125,a,Fl. trv.,0,Fl
361.0,91,2.0,0.25,d,S.,4,S
